Argument ID	Conclusion	Stance	Premise	Achievement	Power: dominance	Power: resources
D03039	Marital rape should be criminalized in India	in favor of	['Sexual violence violates human rights irrespective of the relationship between the criminal and the victim', ' IPC 375 which criminalizes rape discriminates against married women for using the section on their husbands', ' Though one can file a case under the domestic violence act for marital rape not terming marital rape as a crime will deter the victims from filing cases', ' Every law on the planet is prone to be misused', ' That doesn’t mean that we should not have laws in order to avoid false cases']	0	1	0
E01091	Europe should put a GreenTax on top of all imports from highly polluting countries	in favor of	['taxation seems to be the only real way to incentivize other countries less worried about climate change to work on it']	1	1	0
E02032	Migrants should be housed in EU bureaucrats' neighborhoods	in favor of	['EU bureaucrats who have enabled immigration must be named and a democratic process for removing them from power must be put into place', '  Democracy must prevail over this multicultural fascism']	0	1	0
E02039	The EU needs s common migration and asylum policy, based on respect for rights and equal treatment	in favor of	['We need to ensure fair redistribution of refugees across Europe and ensure better integration of refugees and applicants for international protection into the workplace', ' More concrete and fairer European policy on economic migration to establish legal channels for entry and to foster an integration policy based on respect for rights and equal treatment of both local and migrant workers as a key tool to address the social impact of migration flows']	0	1	0
E02040	The EU needs strong advertising and recruitment strategies for students and qualified employees	in favor of	['The EU should attract the worlds most talented and most entrepreneurial', ' There was an attempt to reform the blue card directive by the Junker commission in order to create a new streamlined EU-wide visa category similar to the short-lived Schengen visa', ' The holder of the new blue-card-like visa would have the entire EU labor market at their disposal', ' ']	1	1	0
E02052	The European Union should support and integrate immigrant people to ensure that they live with dignity and equality with all European citizens	in favor of	['It is necessary that member states better share the efforts of receiving asylum seekers upon arrival at EU borders and do not leave this responsibility to frontline countries', '  The EU should develop a joint approach to support the frontline countries to assure that asylum seeker are provided adequate care assistance and protection upon arrival and are quickly distributed evenly throughout the EU for status determination']	1	1	0
E02061	We need a common migration and asylum policy, based on respect for rights and equal treatment	in favor of	['There is a need for a balance between solidarity and responsibility', ' A reform of the Dublin system is needed but the revision work has not moved an inch since 2019', ' There have been attempts of making progress in adopting a common European asylum system and forming an EU-wide resettlement system with sufficient financial incentives while also stressing its aim to closely monitor migration routes and maintain situational awareness', ' This issue should be enhanced on a European level as we never know when there will be a new crisis at our hands this time caused by climate change and environmental disasters forcing people to go into diaspora and search for a safe haven', '  ']	0	1	0
E02064	We need a common migration and asylum policy, based on respect for rights and equal treatment	in favor of	['Migrant workers are overrepresented in the most precarious jobs they are too often underpaid they work under intolerable working conditions and live in horrendous housing facilities', ' Workers are vulnerable to abuse and exploitation', ' And they continue to encounter inhumane working and living conditions because effective enforcement is lacking', ' Trade unions are often not allowed on worksites with precarious jobs and migrant workers can therefore not adequately be informed about their labor and trade union rights', ' Third-country nationals are even more vulnerable than EU migrant/mobile workers', ' ']	0	1	0
E02065	We need a common migration and asylum policy, based on respect for rights and equal treatment	in favor of	['Although there is an immense increase in the number of TCN migrant workers there is no adequate policy in protecting their rights', ' Anyone in Europe should be entitled to the same worker’s rights no matter where they come from', ' As migration is an issue that is dealt with by all countries we must find a common answer at the EU level']	0	1	0
E03051	The European Union should enforce the energy transition in its member states	in favor of	['why should every country in the EU be sovereign in energy production', ' Within the countries also not every region is sovereign in this sense', ' We need to take advantage of the geographic potentials of the european continent for pragmatic solutions']	1	1	0
E03063	The European Union should hold a referendum to decide on immigration	in favor of	['Absolutely right', ' If the eurocrats cared about what the people want theyd ask them', ' ']	0	1	0
E04082	There should be no immigration from non-European or non-first-world countries 	in favor of	['I am happy to see that the ide of haling all immigration from non-European or non-first-world countries is still going strong', ' This message needs to be communicated to Brussels very clearly', ' ']	0	1	0
E04083	We do not want immigration from non-European or non-first-world countries 	in favor of	['No more non-European immigration', ' The native Europeans have said NO']	0	1	0
E04103	There should be no illegal migration	in favor of	['We must stop all loopholes - for example automatically rejecting asylum claims of anyone who enters Europe illegally']	0	1	0
E04108	We do not need immigration from non-European or non-first-world countries. 	in favor of	['Theres nothing wrong with not wanting your continent to become chaos and putting your people first every civilization in this world takes that idea as self-evident', ' We need to negotiate Remigration deals with the 3rd countries to send their nationals back and we need to use Frontex to push back any migrants coming to our borders']	0	1	0
E04140	There should be no illegal migration	in favor of	['This is just evidence', ' Immigration will be one of the most difficult topics in the next decades (or even years) due to the insane demographic rates the world is suffering nowadays so immigration has to be closely monitored and all illegal immigration has to be blocked']	0	1	0
E04157	There should be no immigration from non-European or non-first-world countries 	in favor of	['Marvelous to see this idea of halting immigration receive the most endorsements on the migration topic', ' This is really not going according to plan for the globalists', ' ']	1	1	0
E05001	We need an inclusive and pluralistic European society	in favor of	['Complex problems are faced by deepening study not by pretending they dont exist']	1	1	0
E05003	The EU should focus more on ensuring the success of the internal market, and on improving its competitiveness	in favor of	['The more dynamic the economy the stronger the innovation and worldwide influence the EU will have including soft power']	0	1	0
E05004	The EU should focus more on ensuring the success of the internal market, and on improving its competitiveness	in favor of	['The Covid-19 pandemic showed us that the European Union is not able to come up with technological innovations that could strengthen our economic position', ' ']	1	1	1
E05005	The EU should implement a common pension fund	in favor of	['The EU has some rules on how social security systems are coordinated (Regulation 883/2004/EC)', ' EU rules ensure that the pension rights accrued in each country are added together and paid out by the pension insurance institution of the Member State of affiliation', ' But the bureaucratic nightmare is probably just as guaranteed', '  A better solution would be a transparent and digital platform that collects pension entitlements from all EU member states', ' That way every citizen would have an overview of his or her pension entitlements at all times not just until when they are due']	0	1	1
E05012	The EU should improve public management and anti-corruption mechanisms	in favor of	['Bad governance unreasonable spending and corruption are damaging and unsustainable which means we cant afford to leave them alone if we want to have a future', ' ']	0	1	1
E05019	Food health and industry companies should be located within the EU	in favor of	['The COVID crisis has shown that we are very vulnerable', '  Critical industries must stay in Europe', ' Infrastructure in the EU especially critical infrastructure must remain under full and absolute European control']	0	1	0
E05025	Catalan should be an official language of the European Parliament	in favor of	['There are languages that are spoken by fewer people and are official']	1	1	0
E05027	We need to ensure improvements to the European Union's decision-making processes with increased transparency and accountability	in favor of	['Real democracy cannot do without economic democracy', ' If the major decisions about our future life (investments inventions production) are made outside social control then there is no real democracy', '  Without proper social consultation there is no prospect for a fair Europe']	0	1	0
E05028	The president of the European Commission should be elected by the people of the EU	in favor of	['The undemocratic nature and perception of the presidency and the commission were used very effectively during the Brexit referendum campaign to change the minds of even the most reasonable pro-EU and anti-Brexit voters as EU political representatives were already remote and inaccessible to many people with unrecognized names faces and campaign points']	1	1	0
E05040	We need a common EU TV channel free of charge for people in all Member States	in favor of	['The language barrier and a weak influence on local thinking allow local propaganda to pass on distorted and untrue information about what is happening in the EU to their citizens', ' Local governments have easy work to appropriate the positive things that the EU has achieved and conversely seduce its own failure on European bureaucracy']	0	1	0
E05043	The federal features of the European Treaties need to be strengthened.	in favor of	['We must move towards full co-decision power for the European Parliament and the abolition of unanimity for climate energy social affairs and taxation policies']	0	1	0
E05044	The federal features of the European Treaties need to be strengthened.	in favor of	['There is a lack of security and defense policy that can realistically be achieved by strengthening the Euro body as the 28th European army', ' ']	0	1	0
E05050	Council meetings should be open to the public and the press	in favor of	['Transparency is the first key to real democracy', ' Although today Council meetings are partially live-streamed most of the meetings are behind closed doors', ' This is an especially big problem with the Eurogroup and Eurosummit which are shady informal meetings', '  Or think about all the meetings between diplomats (Coreper) and civil servants (working groups and committees) where ±90% of decisions are made for the Council to be rubberstamped', ' Meetings that most citizens dont even know about', ' ']	0	1	0
E05053	The EU should synchronize national elections 	in favor of	['The only thing Europeans don’t do together is politics', ' This is because national parties - not EU parties - run the show within and across Europe', ' After 70 years of integration the EU lacks a European party system capable of fostering a genuine transnational space of political debate and dialogue where citizens can understand influence and participate in decision-making affecting their common interests as Europeans', ' This must change']	0	1	0
E05054	The EU should synchronize national elections 	in favor of	['The political composition of the European Council - and therefore the EU’s political center of gravity - continuously changes during the EU political cycle thus preventing clearer government majorities to emerge within these two European Councils', '   ']	0	1	0
E05056	The EU should synchronize national elections 	in favor of	['Synchronizing national elections would allow European citizens to engage in major pan-European campaigns']	0	1	0
E05064	We need to ensure improvements to the European Union's decision-making processes with increased transparency and accountability	in favor of	['Europe needs a proper parliament including a right to initiative combined with strong involvement of social partners e', 'g', ' through European Social Dialogue or the partnership principle in regional funds']	1	1	0
E05072	The European Union needs to equip itself with the institutional and legal tools to resolve democratic conflicts on sovereignty within its own borders.	in favor of	['Every nation with its own language and culture which demands the same status as a sovereign nation within Europe must have the right to be recognized and respected by people and other member nations/states']	0	1	0
E05081	The European Union needs to equip itself with the institutional and legal tools to resolve democratic conflicts on sovereignty within its own borders.	in favor of	['In a democracy people have the right to decide on any issue that affects their lives', ' If more than half of the inhabitants of a region want to form an independent state they have the right to do so', ' Going against it is going against the will of the majority of citizens and therefore against the very essence of democracy']	0	1	0
E05082	The president of the European Commission should be elected by the people of the EU	in favor of	['European political parties should be independent of national parties', ' There should be primaries open for the citizens to choose the candidate it would increase citizen participation and involvement in EU politics']	0	1	0
E05126	The EU needs a European research center	in favor of	['During the pandemic the EU was unable to produce a vaccine on its own mainly due to the fact that not enough money is invested in research within its different member states', ' Gathering the strength of the 27 member states in research and health could be a real asset for the EU and its citizens but also for its influence overseas and its independence']	0	1	1
E06007	The EPPO’s jurisdiction should be extended to all member states	in favor of	['The EU must take a strong position against corruption and be in favor of an independent supranational proscecutor that is the EPPO']	0	1	0
E06020	The EU should enforce the obligation to respect the Rule of Law within its borders	in favor of	['Current concerns about rule of law infringements are simply being brushed off as national matters', ' If this continues how can the EU assume authority to promote democracy abroad', ' More strict and enforceable minimum standards must be introduced under clearly increasing penalties for non-compliance', ' If shared values and democracy are indeed a requisite to be a part of the EU then continued adherence should be a precondition to remain a part of it']	1	1	0
E06093	Esperanto should replace English as the first foreign language in schools and universities	in favor of	['To build a common European understanding and to create a European identity we need our own common language', ' ']	1	1	0
E06095	All workers and unemployed should have access to social protection, including young people	in favor of	['I agree', ' Young people should have a voice in policymaking', ' Regulation needs to reduce forms of precarious work', '  It is time to expand collective bargaining coverage to all forms of work', ' It is essential to introduce a right to decent housing and policies capping rents and limiting property market speculation', ' we urgently need investment to achieve this', ' Youth is the future we have to take care of it']	1	1	0
E07018	There should be no immigration from non-European or non-first-world countries. 	in favor of	['Halt all immigration from non-European or non-first-world countries into the EU']	0	1	0
E07022	We do not want immigration from non-European or non-first-world countries 	in favor of	['No more non-European immigration', ' The native Europeans have said NO']	0	1	0
E07033	There should be 6 concrete proposals for migrants on the Balkan route.	in favor of	['The proposal of the Sardines to reform EU asylum policy is an excellent proposal well and thoroughly written']	1	1	0
E07048	The EU must use its weight as a united global player in trade policy and put an end to foreclosure	in favor of	['For Europe to act outwardly as a unit we must first look inward', ' At the psychological level how can we create a European home market', ' What does it take for example for a resident of Spain to think of Czech printers as a local product', ' Will it be possible to reach an agreement on Europes historical events and interpret them to everyones satisfaction', ' This process will take some time']	0	1	0
E07062	We do not need immigration from non-European or non-first-world countries. 	in favor of	['Theres nothing wrong with not wanting your continent to become chaos and putting your people first every civilization in this world takes that idea as self-evident', ' We need to negotiate Remigration deals with the 3rd countries to send their nationals back and we need to use Frontex to push back any migrants coming to our borders']	0	1	0
E07074	We don't need immigration from non-European or non-first-world countries. 	in favor of	[' It is time to be honest about this', ' Europeans have the right to self-determination like every other country out there', ' This is OUR home and a home for everyone is a home for no one']	0	1	0
E07086	There should be no immigration from non-European or non-first-world countries 	in favor of	['I am happy to see that the ide of haling all immigration from non-European or non-first-world countries is still going strong', ' This message needs to be communicated to Brussels very clearly', ' ']	0	1	0
E07092	Europe should establish a common Army across Europe	in favor of	['An EU army independent from NATO and its US commanders is critical to strategic autonomy and avoiding being dragged into destructive US wars in the Middle East like in the past', ' ']	1	1	0
E07107	The EU should join NATO	in favor of	['It would be easier if the EU joined NATO', ' The internal rivalry between the single EU states would stop', ' Also the issue of a legitimate European army would be solved', ' However I am not sure how this would work out in legal terms', ' Federations have already joined NATO rather than individual states but what would be the status of the EU']	0	1	0
E07123	There should be no immigration from non-European or non-first-world countries 	in favor of	['Marvelous to see this idea of halting immigration receive the most endorsements on the migration topic', ' This is really not going according to plan for the globalists', ' ']	0	1	0
E07138	The EU must take the lead for the Middle East.	in favor of	['I would like to strongly support the need for Europe to gain back an active role in the diplomatic efforts to try to stabilize the Middle East and in particular to find a just and fair solution to the Israel - Palestine conflict', ' I remember that the European Union - with the Venice Declaration of June 1980 - played a key role in pushing the Palestinians to the table of negotiations', ' That text was much criticized at that time but with the benefit of insights it was right', ' Europe has become more and more marginal in the peace process and this has contributed to a much-aggravated situation where problems are even more difficult to resolve than 40 years ago and create room for despair and violence', ' ']	0	1	0
E07145	There should be a single EU policy. 	in favor of	['The EU should be a global actor', ' Merge all Foreign affairs departments from member states into a coordinated European network for international policy and intelligence']	0	1	0
E07153	The 19 June plenary meeting of the European Conference should mark a first step in the direction of a stronger and more united EU in the world	in favor of	['We need the United States of Europe', ' A European army strategic autonomy and acting as one', ' To the future of Europe must belong its capacity to act as a global player', '  ']	1	1	0
E07154	We need to build up European Defence while remaining in NATO	in favor of	['Europe’s sovereignty and credibility are at this price', ' The burden of European defense cannot rest on the back of a small number of countries and potential conflicts are increasing']	0	1	0
E07157	The European Union has no other choice than to reject all immigration, except for workers they need.	in favor of	['Africa and the Middle East have the highest birthrate in the World', ' Africa has up to 7 children per woman', ' The EU has 155', '  It is this high birthrate that keeps them poor', ' There is almost nothing the EU can do about it']	1	1	1
E07163	The EU should be a permanent member of the UN Security Council.	in favor of	['It is a good idea that France should coordinate its positions on the UN Security Council with the EU or leave its seat to the EU entirely', ' This way foreign policy decision-making within the EU can be made more straightforward']	1	1	0
E07190	The EU should be a permanent member of the UN Security Council	in favor of	['The idea that France should coordinate its positions on the UN Security Council with the EU is good because it does not request any specific UN decision (i', 'e recognizing the EU as a State)', ' It is enough that an internal EU-France agreement determines that the representative of France (appointed by agreement between France and EU) will now represent the EU (with veto right) and at the same time all other EU Member States will reinforce this representation by delegating their best specialists and put their own representation in vacancy', ' ']	1	1	0
E07191	The EU should be a permanent member of the UN Security Council	in favor of	['It should be the common goal of EU diplomacy to change the workings of the UN as it is', ' The security council is a relict of the emerging post-WW2 order and the influence of the Cold War']	1	1	0
E07196	The EU should strengthen its ties with Ukraine and prepare an EU membership of Ukraine.	in favor of	['If people make a revolution for our system and values we must support them', ' It is the Ukrainian people who decide their future not Russia', ' In order to support them we need a European army and a common foreign policy']	1	1	0
E07198	We need a stand-alone European army.	in favor of	['A European army is not only needed to attack and defend but to give weight to European words', ' ']	0	1	0
E07224	There should be a president for the EU elected by the people.	in favor of	['We need one single president of the Commission that will chair the Commission and the Council', ' I wonder though how the president of the EU Parliament would be involved in this structure', ' ']	1	1	0
E07228	 Foreign Policy at the EU level should be based on absolute majority, not unanimity	in favor of	['The unanimous vote is the cause of European stagnation', ' Foreign and security policy requires speed', ' Unanimity should be replaced with a qualified majority']	1	1	0
E07233	Europe needs an energy partnership with Africa.	in favor of	['Only if Europe has an energy partnership with Africa Europe will be able to produce enough clean energy', ' The EU should develop fair cooperation with the African Union and also offer Africa an alternative to the geopolitical attempts of other powers to establish themselves as global hegemons', ' ']	1	1	0
E07237	The European Union should visible on the facades of the embassies and consulates of European countries.	in favor of	['The European flag should be systematically displayed in addition to the national flag on any facade of an embassy or consulate of a European country', ' This would enhance the image of the European Union in addition to synergies like the pooling of support services', ' This approach could accompany the construction of common structures and policies in the field of foreign affairs']	0	1	0
E07243	The EU should be a permanent member of the UN Security Council.	in favor of	['France should offer its seat on the UN Security Council so European interests are represented']	1	1	0
E07251	Foreign Policy at the EU level should be based on an absolute majority, not unanimity.	in favor of	['Giving small countries veto rights is a recipe for disaster that will keep the European Union separated and weak instead of united and reliable in policy making', ' ']	1	1	0
E07252	We need a plan for receiving asylum/migrants.	in favor of	['According to Mrs', ' Ngozi Okonjat African countries follow the example of the Asian Tigers', ' ']	0	1	0
E07257	Norway and Iceland should be invited to the European Conference	in favor of	['Norway and Iceland can provide their external point of view toward EU policy at the conference', ' But why only Norway and Iceland', ' Why not Switzerland', ' Why not the recognized candidates', '   And maybe even UK', ' Im sure there are many lessons to learn from their experience in the EU and from the Brexit']	0	1	0
E07258	There should be a reform of EU trade and investment policy and a relaunch of global multilateralism.	in favor of	['Both a reform of EU trade and investment policy and a relaunch of global multilateralism are overdue']	0	1	0
E07264	The EU should decide its role in a multipolar world	in favor of	['The European Union is doing amazingly well in relation to the enormous bad publicity it is receiving from all sides', ' And as if that were not enough in itself very large countries from around the world are doing constantly dividing work between member states', ' As all successes start in your head perhaps some attention should be allocated to the media', ' The EU has a clear chance to become one of the major poles of this multipolar world order']	0	1	0
E08002	The EU should extend the model of Pooling & Sharing European military resources beyond air transport.	in favor of	['Pooling & Sharing integrates military capabilities at the European level and creates a European culture in the military sector']	1	1	0
E08003	The EU should integrate the armed forces of its member states	in favor of	['I am all for the creation of a European army but for that the question of the command of this army must also be resolved', ' And this is where the idea of a European Security Council is very interesting and deserves to be pushed']	0	1	0
E08004	The EU should integrate the armed forces of its member states	in favor of	['I am in favor of a possible army but I would like to see it combined with social services and reconstruction', ' So NGOs and development cooperation must be involved', ' An army that can fight must also be able to build', ' We therefore also need a civilian army in Europe', ' I would also like an army consisting of civilians in uniform in the same way as the German army', ' Please also take into account the right to refuse orders due to conscientious objection also as in the German army']	1	1	0
E08005	The EU should integrate the armed forces of its member states	in favor of	['Absolutely right', ' Europe needs an army for continental defense', ' Conscription must be introduced at the European level', ' The army must have the most modern weapons to deter Russia Turkey and China']	0	1	0
E08008	The EU should integrate the armed forces of its member states	in favor of	['In principle I would be in favor of a European army but I would tie it to a reform of European decision-making (majority or 2/3 majority)', ' An army is worth nothing if the members cannot agree or if a single country uses it as a means of pressure to push through its own interests']	0	1	0
E08009	The EU should integrate the armed forces of its member states	in favor of	['I agree with your idea', ' But it is a long and arduous way to reach the goal', ' Whats the point of building a skyscraper without a foundation', ' What I mean by that: First the EU needs a unified foreign policy and only then a common and united army']	0	1	0
E08016	The EU should integrate the armed forces of its member states	in favor of	['On the one hand we have Russia killing countless Ukrainians and committing sabotage in Britain and the Czech Republic and on the other hand we have reluctant United States that is switching between isolationist and interventionist policies every 4-8 years', '   I stand convinced that in order for the European Union to move forward it must begin to introduce measures for the security of both the current member states as well as the future member states that are endangered due to foreign aggression and bring the responsibility of continental safety firmly in our own hands', ' If Europe is to find the peace it must have the means to create peace by being able to protect itself against hostile foreign influences']	1	1	0
E08020	The EU should integrate the armed forces of its member states	in favor of	['The EU cannot endlessly lean on America or NATO', ' America has proven to be fickle and NATO has its own problems such as Turkey which is outside the EU and has threatened Greece', ' The EU needs its own independent solution']	0	1	0
