Argument ID	Conclusion	Stance	Premise	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A21093	We should introduce compulsory voting	in favor of	compulsory voting would increase voter turnout	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
A21107	We should abolish capital punishment	in favor of	There cannot be justification for taking a human life. The only way to properly deliver this message is to abolish death penalty.	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1
A21113	We should abolish the Olympic Games	against	the olympic games provide addition income to small businesses.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A21116	We should adopt an austerity regime	against	We should not adopt an austerity regime because counter cyclical spending leads to better outcomes for the economy than austerity.	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A21118	We should ban telemarketing	against	telemarketing is perfectly fine, when handled by telemarketers appropriately and politely with respect to potential customers	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0
A21122	We should adopt a zero-tolerance policy in schools	against	A zero tolerance policy in schools is a very old fashioned theory, and it has failed over and over again.	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
A21130	We should end mandatory retirement	against	we should not end mandatory retirement because people need to retire whether they realize it or not, it is not up to them, they of course have no free will.	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
A21133	We should adopt a multi-party system	against	we should no adopt a multi-party system because nothing would ever get done with varying points of view.	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
A21138	We should abolish intellectual property rights	against	intellectual property rights protect those who have spent time and ingenuity on development of an idea and ensures they can be rewarded accordingly for their inspiration.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1
A21143	We should subsidize embryonic stem cell research	in favor of	embryonic research has proven effective in finding cures for many diseases such as cancer.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A21146	We should adopt a multi-party system	in favor of	the interests of a two party system are very limited and we need to expand with more parties to cater to more views	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1
A21155	We should abolish capital punishment	against	capital punishment is the only acceptable punishment for some heinous crimes because they are so evil, life in prison is not enough.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A21156	We should subsidize student loans	in favor of	student loans is a help for those who do not have resources	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A21157	We should subsidize embryonic stem cell research	in favor of	embyronic stem cell research uses cells that would otherwise just be destroyed.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A21161	We should ban whaling	against	We should not ban whaling because there are whale species that could be sustainably harvested, albeit not all whale species.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
A21164	We should ban private military companies	against	private military companies are often run by former military men and women and provide a service that allows the military to concentrate on military operations.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A21166	We should end the use of economic sanctions	in favor of	we could not support economic sanctions as it only hurts both countries financially in the long run.	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
A21168	We should abolish intellectual property rights	against	we should not abolish intellectual property rights because it's not fair for people to steal a genius idea from someone else	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A21180	We should adopt an austerity regime	in favor of	the national debt is out of control and only by implementing austerity measures will we be able to reduce the budget deficit and guarantee the country's future.	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A21190	We should abolish zoos	against	zoos are great educational tools, and it is also a safe place to take care of endangered species.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A21192	We should end mandatory retirement	against	We should not end mandatory retirement because the current system in countries like Germany where this is common is not broken.	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
A21204	We should abolish zoos	against	zoos are an educational and entertaining tool and the animals are well fed and cared for.	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A21210	We should ban algorithmic trading	against	algorithmic trading might be good for those starting out since it takes all the guess work out.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
A21220	We should end mandatory retirement	in favor of	this measure allows to move pieces in the companies and refresh the work schemes and to adapt to the new times	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A21224	We should cancel pride parades	against	the lgbt world has suffered and fought greatly for equal rights, they deserve to have a parade or march in honor of such.	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0
A21228	We should end mandatory retirement	in favor of	we should end mandatory retirement these days people need to work longer to afford to live because of inflation.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A21229	We should subsidize embryonic stem cell research	against	we should not subsidize embryonic stem cell research because these scientists have been working on this a long time.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A21231	We should limit executive compensation	against	executives have earned their compensation and should not be capped on what they can earn as this would be and overreach into company affairs	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
A21235	We should ban private military companies	in favor of	we should ban private military companies because it relies too much on government funding	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A21238	We should subsidize journalism	in favor of	When newspapers worry more about the bottom line than the headlines, the quality of the papers goes down resulting in poor pop journalism that panders to the public and the advertisers.	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A21240	We should ban factory farming	against	factory farming requires a load of workforce and provides a lot of jobs opportunities	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
A21241	We should abolish intellectual property rights	in favor of	intellectual property rights limit the information people can use	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A21246	We should adopt gender-neutral language	against	adopting gender-neutral language will cost lots of money to fix signs, letters, forms, etc.	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
A21251	We should ban whaling	against	there are still people that live off of whaling and banning it would take away their food and income.	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
A21253	We should adopt a multi-party system	against	multi-party systems encourage the formation of weak and unstable coalitions that achieve little beyond their own day to day survival	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A21268	We should ban private military companies	against	private military companies are nothing but hired guards.  a company should be able to hire them because they provide a service that is needed.	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
A21271	We should ban the use of child actors	against	child actors are supervised constantly, are well taken care of, and have tutors on set to keep them from falling back in school.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
A21275	We should subsidize Wikipedia	in favor of	wikipedia is useful in helping people of all ages learn about various topics..	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
A21277	We should introduce compulsory voting	in favor of	the more people participate in the voting process, the better it is for democracy and society as a whole.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A21278	We should fight for the abolition of nuclear weapons	against	we should not fight for the abolition of nuclear weapons since just having nuclear weapons deters another nation from starting a major conflict with us.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A21285	We should ban telemarketing	against	telemarketing gives us new opportunities and we can often save money on our services.	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A21289	We should ban fast food	against	people need to be allowed to make their own food choices, for some people ithout thir own kitchen then fast food may be the only way they can ever get a hot meal	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
A21294	We should subsidize Wikipedia	against	other places can provide information for free so why should wikipedia get money for doing the same thing?	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1
A21297	We should subsidize space exploration	against	there are already too many problems in the world that could use the resources more than space.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
A21306	We should subsidize embryonic stem cell research	in favor of	if we subsidize embryonic stem cell research, we can likely find cures for many conditions and diseases.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A21317	We should ban algorithmic trading	in favor of	algorithmic trading gives too much control to machines. humans are better placed to understand the intricacies of the markets.	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A21328	We should stop the development of autonomous cars	against	autonomous cars can have benefits such as allowing anyone to travel inside a car such as disabled and vulnerable people who others would not be able to get to other places.	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A21336	We should ban fast food	in favor of	fast food has brought so much health damage to our society that control of this type of food is necessary	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A21337	We should abolish intellectual property rights	against	it is only fair that a person or company that created something should have protections against those that want to make money off of another's hard work.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A21340	We should stop the development of autonomous cars	in favor of	autonomous cars will never become reality.   we need to stop wasting money on this and instead work towards better safety and technology in regular cars.	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
A21350	We should stop the development of autonomous cars	in favor of	it is a waste of resources.  we should develop more environmental friendly cars instead.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A21352	We should adopt a zero-tolerance policy in schools	in favor of	a zero-tolerance policy in schools provides a structured and safe environment for children to learn.	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0
A21356	We should ban whaling	against	many economies are sustained thanks to whaling	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
A21357	We should adopt a multi-party system	in favor of	could open up congress and create new opportunities for bargaining and coalition building on unusual lines.	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
A21358	We should subsidize journalism	in favor of	Subsidizing journalism increases journalist pay, allowing for better journalism.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
A21362	We should introduce compulsory voting	in favor of	voting is what drives our country and not voting means that the most preferred people do not get elected.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A21363	We should ban factory farming	against	factory farming allows for increased food production for the increasing human population.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1
A21365	We should abolish the Olympic Games	in favor of	they are a waste of money, building hype for a short event. money will be better spent elsewhere	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1
A21366	We should oppose collectivism	in favor of	collectivism provides no incentive for people to work hard because they have no opportunity to become wealthy.	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A21370	We should subsidize Wikipedia	in favor of	wikipedia has been supported by voluntary donations for too long.  subsidizing it would give it more credibility, and would allow the volunteers to continue to update it with the most accurate information.	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1
A21377	We should subsidize space exploration	against	We should not subsidize space exploration as there are far more important and urgent issues to deal with on earth at this time.	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0
A21384	We should subsidize student loans	in favor of	we need an educated workforce so the loan rate students take should be low and subsidised to get this workforce.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A21386	We should end the use of economic sanctions	in favor of	we should end economic sanctions as they provide no real value	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A21395	We should adopt atheism	in favor of	atheism could be of great benefit because it would foster more scientific ideas which could prevent our demise from global warming and other looming challenges	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A21397	We should abolish intellectual property rights	against	intellectual property rights serve to prevent the sharing of information and ideas, which would allow groundbreaking concepts to develop more quickly for the benefit of all.	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
A21402	We should legalize organ trade	in favor of	Organ sales can raise many people out of poverty, providing them with more opportunities.	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A21406	We should adopt libertarianism	against	We should not adopt libertarianism because the business cycle would destroy the country's economy without regulation.	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0
A21407	We should adopt an austerity regime	against	austerity makes times tougher for everyone.	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
A21410	We should adopt a multi-party system	against	if it ain't broke, don't fix it. it is working and has for a long time.	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
A21411	We should ban telemarketing	against	telemarketing provides jobs, and people should be allowed to use telemarketing to earn a living.	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A21414	We should subsidize space exploration	in favor of	we need to find a new planet with resources before we use ours up, putting more into space exploration would help accomplish this.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
A21415	We should adopt atheism	against	the most basic right we have is freedom of religion, and it is very strong personal belief.  atheism strips that away and should not be encouraged.	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
A21418	We should cancel pride parades	against	people have a right to feel and display pride in what they are.	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0
A21421	We should end the use of economic sanctions	in favor of	economic sanctions are outdated and does not cause any repercussions.	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A21422	We should ban factory farming	against	Factory farming allows us to fill a high demand.	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
A21423	We should introduce compulsory voting	against	forcing people to vote or face a penalty is what a dictatorship sounds like.   compulsory voting is a bad idea.   i don't believe it would change the results anyways.	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
A21424	We should subsidize student loans	in favor of	by subsidizing student loans we can remove one of the stressors from continuing education.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A21426	We should adopt an austerity regime	in favor of	when everything else fails the government should be allowed to curb all superfluous spending within.	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A21428	We should ban whaling	against	whaling is quite a profitable profession.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A21431	We should adopt atheism	in favor of	Atheism should be the norm for a society who wants to live according to their own rules and ideals.	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A21434	We should limit executive compensation	against	pay is the primary motivational factor for executive level employees, thus executive compensation should not be capped as it would affect their performance.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A21435	We should limit executive compensation	against	studies have shown that companies that do not limit executive compensation do better and out perform those that do limit. this is better for individual companies and the economy.	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
A21439	We should ban algorithmic trading	in favor of	this form of trading removes the human element which can have dangerous consequences.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
A21440	We should subsidize Wikipedia	in favor of	to keep it as a source of information and because it does not receive funding it ought to be subsidized	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
A21441	We should ban telemarketing	against	telemarketing is a useful source of sales for many businesses	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A21442	We should ban cosmetic surgery for minors	in favor of	minors are too young to make these choices	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0
A21444	We should ban missionary work	against	missionary work helps bring medicine and food to areas of the world who would otherwise suffer without it. we have a duty to help all humans no matter where they are	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0
A21445	We should end mandatory retirement	against	by forcing someone to retire it then means that spot is open for a younger person to fill the role, someone who could really use the money	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A21453	We should ban algorithmic trading	against	algorithmic trading is a technological improvement on antiquated methods of trading and should be encouraged and improved.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
A21454	We should ban factory farming	against	factory farming is one way to ensure we have enough food for our citizen and it should not be banned.	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
A21464	We should ban cosmetic surgery for minors	in favor of	minors are not fully mentally or emotionally developed enough yet to  be able to process the ramifications of cosmetic surgery on their life.	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A21465	We should legalize organ trade	in favor of	financial incentives should be available for live donors and the families of the dead donors.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
A21468	We should ban human cloning	in favor of	human cloning could lead to people replacing themselves with images themselves. this could lead to the end of human evolution which could make us more vulnerable to disease.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
A21473	We should abolish intellectual property rights	against	people have the right to their ideas and therefore it shouldn't be banned.	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
A21474	We should ban algorithmic trading	against	algorithmic trading is fast and efficient and better able to deal with data	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1
A21475	We should ban private military companies	against	private military companies might be engaged in times of conflict when regular national military service is not eunough	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A21476	We should adopt an austerity regime	in favor of	to being a country back to a good financial position, austerity is often the only way forward to balance the books.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A21480	We should abolish the Olympic Games	against	olympic games is useful to countries as it provides a boost to the countries economy by the increased tourism during the time of the tournament.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A21482	We should subsidize Wikipedia	in favor of	wikipedia provides a vast amount of knowledge to be accessible to all. subsidizing this will ensure this knowledge continues to be available.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A21491	We should end the use of economic sanctions	against	economic sanctions offer an effective way to deal with international conflict which does not involve military action.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A21492	We should abolish capital punishment	in favor of	Crimes that get the death penalty are rarely premeditated, which means capital punishment doesn't function as a deterant.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A21496	We should adopt libertarianism	in favor of	We should adopt libertarianism because taxation is theft, since it forces people to work for free.	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A22002	We should subsidize journalism	in favor of	we need journalists to keep us informed as to what is going on in the world	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1
A22003	We should abolish intellectual property rights	against	without ip rights, the market would be awash with cheap imitations	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
A22008	We should abolish capital punishment	against	i think capital punishment is useful for some people because it turns them into better people	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0
A22025	We should subsidize journalism	in favor of	subsidizing journalism allows more voices to be heard	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	1
A22029	We should fight for the abolition of nuclear weapons	against	nuclear weapons are a symbol of power and strength that can prevent other countries from attacks, giving us a place as a world power.	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0
A22030	We should ban algorithmic trading	against	algorithmic trading allows for quicker and more effective trading than can be conducted by a human investor.	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
A22035	We should limit judicial activism	against	some laws may not be the best, and opinions are needed.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A22037	We should subsidize student loans	against	we should not subsidize student loans because people need to work hard to get their education	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
A22041	We should ban human cloning	against	human cloning may solve all types of medical problems.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A22042	We should oppose collectivism	against	In a collectivist society, everyone is considerate of each another and provides support to one another.	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0
A22046	We should ban the use of child actors	against	children are humans too and with their consent and their parent's consent, should be allowed to work	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
A22047	We should end the use of economic sanctions	against	we should support economic sanctions to keep others from violating interests	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0
A22050	We should subsidize student loans	against	if we subsidize student loans we could create parasites that never get a degree just to maintain the state subsidy	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A22055	We should abolish the Olympic Games	against	the olympic games create a tourism boom for the host city which injects a lot of cash which can be used to better locals so it shouldn't be abolished.	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A22058	We should ban cosmetic surgery for minors	against	Increased demand for cosmetic surgery increases innovation, helping people who need conventional surgery.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A22063	We should ban the use of child actors	against	these days, child actors are provided with tutors while on set to ensure their education is minimally disrupted and there is more support than there used to be	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
A22070	We should adopt gender-neutral language	against	our society needs to be able to label and identify a person as a male or female for many reasons such as taxes, employment, health care, etc, so we should not adopt a gender neutral language.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A22075	We should ban algorithmic trading	in favor of	financial trading is already a destructive and unethical sector of the economy and allowing algorithmic trading does not make it any less so.	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0
A22081	We should introduce compulsory voting	against	if it against their will people will choose randomly and it will negate the choices of others	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A22083	We should subsidize Wikipedia	against	wikipedia is not a reliable source for information and we should not waste money on it	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1
A22089	We should end mandatory retirement	in favor of	mandatory retirement should be ended because it could force many seasoned veterans to retire every year	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
A22093	We should subsidize student loans	in favor of	it is important that student loans are granted, because it helps you increase your quality of life and your economic potential	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
A22096	We should ban fast food	in favor of	fast food can lead to obesity if eaten too often. banning it would mean people have less access and obesity levels would fall.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A22098	We should subsidize space exploration	in favor of	by subsidizing space exploration we can work toward colonizing other planets and reduce over population on earth.	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
A22100	We should adopt an austerity regime	in favor of	we should adopt an austerity regime because it would help to reduce unnecessary spending	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
A22107	We should end mandatory retirement	against	people are not always aware of their failing mental faculties and mandatory retirement is necessary.	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
A22108	We should limit executive compensation	in favor of	executives shouldn't be the only ones to get compensation and if that's the case then no one should get any to make it more fair to the rest of the employees.	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0
A22113	We should legalize sex selection	in favor of	Knowing the gender of your baby makes it easier to purchase items for the baby before its birth.	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A22116	We should ban algorithmic trading	in favor of	we should ban algorithmic trading because is difficult in some economics	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A22117	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research should be subsidized to speed up the rate that cures for serious illness are identified speedily.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A22120	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research is extremely valuable in the medical field in coming up with treatments and cures.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A22125	We should subsidize embryonic stem cell research	in favor of	embryonic stem cell research has the potential to open up a whole new field of healthcare and medicine	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A22127	We should ban telemarketing	in favor of	telemarketing is too often a waste of time.  in an age where most people have ways to see who is calling, the calls rarely, if ever, actually get through.  it's time to find a new way.	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1
A22133	We should introduce compulsory voting	in favor of	voter turnout these days are dropping steadily so we need to make everyone vote to show the true representation of the people	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0
A22135	We should subsidize space exploration	against	space exploration is an expensive vanity project and subsidization could be abused by military and private interests.	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0
A22147	We should end the use of economic sanctions	in favor of	the use of economic sanctions should be ended because it is important to keep a good relationship with the countries we trade with.	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1
A22150	We should limit executive compensation	in favor of	executive compensation should be limited because it is not fair that a ceo should not make that much more than the regular workers in a company.	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0
A22153	We should abolish the three-strikes laws	in favor of	we should abolish the three strikes law. it doesn't deter crime and it is expensive to implement because it means more people will be prison for life. taxpayers don't deserve to pay for that.	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0
A22154	We should fight for the abolition of nuclear weapons	against	Nuclear weapons prevent conflicts from dragging onward because once they are used involved countries lose the motivation to continue fighting (re: Hiroshima and Nagasaki).	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22159	We should subsidize student loans	in favor of	higher education should be a right; subsidized student loans provides all who want to learn with access to an education	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A22160	We should legalize sex selection	in favor of	families should have the right to choose the sex of their babies.	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A22161	We should ban human cloning	against	human cloning can ensure that certain strengths of a human trait is continued therefore human cloning should be allowed to be accomplished.	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
A22167	We should ban the use of child actors	against	without child actors there will be no characters for actual children to relate to	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
A22168	We should ban cosmetic surgery	against	cosmetic surgery is a personal choice that people should be allowed	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0
A22169	We should legalize sex selection	in favor of	allowing sex selection would alleviate the depression faced by mother's who truly wanted one gender over another.	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0
A22178	We should legalize prostitution	in favor of	legalizing prostitution would allow for regulations and benefits that would help sex workers via offering protection with rights granted to legal employment as well as financial prosperity.	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0
A22179	We should fight for the abolition of nuclear weapons	against	they are a valuable deterrant to having another world war.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22183	We should ban algorithmic trading	against	algorithmic trading is legal, and all traders have access to some sort of computer-aided tools.	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
A22184	We should introduce compulsory voting	against	you can require voting but you can't force people to educate themselves about the candidates and issues	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A22185	We should fight for the abolition of nuclear weapons	against	the threat of mutually assured destruction is the only thing that keeps democracy safe from tin pot dictators, hence we need to keep nuclear weapons.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
